Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
BE,Seedorf (BE),de,3116,149.3052228,19.03080873,60.9114249,20.05776637,1396,20.87,7.710727969,59.6743295,32.32758621,0.287356322,2590400,1209400,585
BE,Aarwangen,de,4561,460.7070707,20.45604034,60.5349704,19.00898926,1914,9.9,14.99493414,45.79533941,35.96757852,3.242147923,2625100,1232200,456
BE,Auswil,de,439,95.02164502,18.22323462,62.18678815,19.58997722,194,4.62,5.043859649,84.21052632,10.52631579,0.219298246,2630100,1220500,681
BE,Bannwil,de,669,139.958159,21.07623318,57.84753363,21.07623318,299,4.78,8.8794926,46.7230444,39.32346723,5.073995772,2622500,1231800,446
BE,Bleienbach,de,697,122.4956063,17.21664275,58.39311334,24.3902439,318,5.69,8.289241623,56.9664903,33.15696649,1.587301587,2624100,1226000,503
BE,Busswil bei Melchnau,de,188,65.73426573,13.82978723,60.10638298,26.06382979,89,2.86,5.555555556,53.47222222,40.97222222,0,2629500,1226100,603
BE,Gondiswil,de,730,77.65957447,22.19178082,55.61643836,22.19178082,315,9.4,5.869797225,69.37033084,24.33297759,0.426894344,2632900,1221800,679
BE,Langenthal,de,15624,906.7904817,19.05401946,60.1702509,20.77572965,7194,17.23,29.87238979,31.72853828,38.16705336,0.232018562,2626400,1229100,485
BE,Lotzwil,de,2565,412.3794212,21.24756335,60.27290448,18.47953216,1111,6.22,15.48387097,47.25806452,37.09677419,0.161290323,2626700,1226700,512
BE,Madiswil,de,3279,141.5192059,20.06709363,58.52394023,21.40896615,1376,23.17,6.994818653,62.91018998,29.79274611,0.30224525,2627300,1223900,616
BE,Melchnau,de,1517,147.5680934,21.29202373,55.96572182,22.74225445,669,10.28,7.714561234,56.8948891,35.10125362,0.289296046,2631300,1225800,587
BE,Obersteckholz,de,419,107.1611253,21.00238663,51.55131265,27.44630072,181,3.91,5.37084399,66.75191816,27.87723785,0,2628900,1227700,535
BE,Oeschenbach,de,232,59.18367347,17.24137931,59.9137931,22.84482759,104,3.92,5.154639175,64.43298969,29.89690722,0.515463918,2623400,1216800,734
BE,Reisiswil,de,176,87.56218905,21.59090909,59.65909091,18.75,77,2.01,5.583756345,63.45177665,30.45685279,0.507614213,2630700,1223900,675
BE,Roggwil (BE),de,4083,520.7908163,20.96497673,58.90276757,20.13225569,1746,7.84,25.76530612,45.15306122,28.18877551,0.892857143,2629000,1232200,454
BE,Rohrbach,de,1480,362.745098,20.27027027,58.10810811,21.62162162,670,4.08,15.93137255,63.23529412,20.34313725,0.490196078,2628600,1220600,596
BE,Rohrbachgraben,de,404,62.53869969,22.27722772,57.17821782,20.54455446,149,6.46,2.941176471,69.19504644,27.70897833,0.154798762,2627200,1217300,715
BE,Rütschelen,de,557,139.9497487,23.51885099,57.80969479,18.67145422,228,3.98,6.982543641,56.10972569,36.90773067,0,2625500,1224900,576
BE,Schwarzhäusern,de,522,137.7308707,20.68965517,59.1954023,20.11494253,217,3.79,10.34482759,52.25464191,34.48275862,2.917771883,2624900,1233500,433
BE,Thunstetten,de,3397,351.6563147,20.75360612,59.49367089,19.75272299,1467,9.66,19.62809917,53.82231405,26.13636364,0.413223141,2623200,1229300,488
BE,Ursenbach,de,896,97.70992366,20.53571429,60.26785714,19.19642857,371,9.17,5.895196507,62.88209607,31.00436681,0.218340611,2625300,1220700,661
BE,Wynau,de,1628,321.1045365,19.1031941,61.3022113,19.59459459,723,5.07,17.3828125,37.5,39.6484375,5.46875,2628700,1234300,444
BE,Bern,de,133883,2593.626501,16.6936803,66.04722033,17.25909936,63414,51.62,45.03003294,18.98856811,33.61751599,2.363882968,2600100,1199700,556
BE,Bolligen,de,6264,378.032589,19.52426565,51.45274585,29.02298851,2757,16.57,12.41711875,43.52019289,43.76130199,0.301386377,2604300,1202600,707
BE,Bremgarten bei Bern,de,4387,2308.947368,20.69751539,54.59311602,24.70936859,1908,1.9,45.74468085,32.44680851,16.4893617,5.319148936,2600000,1203100,523
BE,Kirchlindach,de,3160,264.2140468,17.59493671,58.2278481,24.17721519,1444,11.96,8.473154362,67.03020134,23.5738255,0.922818792,2598200,1205500,594
BE,Köniz,de,41784,819.1335032,19.34951177,60.18811028,20.46237794,18809,51.01,18.42929886,50.47003525,30.76772425,0.332941637,2598300,1197200,658
BE,Muri bei Bern,de,13054,1710.878113,18.51539758,54.25923089,27.22537153,5895,7.63,49.93412385,25.95520422,21.87088274,2.239789196,2603700,1197700,564
BE,Oberbalm,de,853,68.84584342,19.46072685,59.78898007,20.75029308,381,12.39,4.619124797,74.23014587,20.98865478,0.162074554,2597400,1191400,789
BE,Stettlen,de,3116,890.2857143,20.44287548,59.30680359,20.25032092,1354,3.5,22.63610315,50.42979943,26.64756447,0.286532951,2606500,1200900,597
BE,Vechigen,de,5298,213.4568896,19.74329936,58.13514534,22.1215553,2298,24.82,8.564535585,60.71572175,30.47848814,0.241254524,2609300,1199400,759
BE,Wohlen bei Bern,de,9282,255.561674,18.41198018,54.04007757,27.54794225,4144,36.32,8.35862069,54.56551724,32.77241379,4.303448276,2593900,1202500,605
BE,Zollikofen,de,10306,1912.059369,19.39646808,58.59693383,22.0065981,4692,5.39,42.43542435,43.72693727,12.54612546,1.291512915,2601200,1205300,559
BE,Ittigen,de,11351,2702.619048,18.74724694,58.73491322,22.51783984,5096,4.2,60.42654028,23.93364929,14.4549763,1.184834123,2603100,1202700,552
BE,Ostermundigen,de,17751,2978.355705,18.70317165,60.30646161,20.99036674,8554,5.96,42.37855946,31.99329983,25.46063652,0.167504188,2603600,1200600,559
BE,Biel/Bienne,de,55159,2603.067485,19.36220744,62.33796842,18.29982414,26339,21.19,45.51886792,7.877358491,45.37735849,1.226415094,2585500,1221200,478
BE,Evilard,de,2674,722.7027027,23.82198953,52.87958115,23.29842932,1099,3.7,29.15531335,30.24523161,40.59945504,0,2585000,1222000,820
BE,Arch,de,1594,249.8432602,20.20075282,59.59849435,20.20075282,715,6.38,16.09375,51.40625,27.1875,5.3125,2599300,1223900,474
BE,Büetigen,de,870,240.9972299,20.34482759,62.4137931,17.24137931,358,3.61,9.972299169,62.60387812,26.59279778,0.831024931,2592700,1217200,441
BE,Büren an der Aare,de,3583,284.3650794,21.12754675,59.41948088,19.45297237,1595,12.6,11.71813143,46.23911322,34.44180523,7.600950119,2595000,1220900,431
BE,Diessbach bei Büren,de,989,156.2401264,24.06471183,58.84732053,17.08796764,398,6.33,7.923930269,59.74643423,32.3296355,0,2594200,1217500,497
BE,Dotzigen,de,1461,345.3900709,21.08145106,58.79534565,20.12320329,605,4.23,14.6572104,55.55555556,26.47754137,3.309692671,2592600,1218800,432
BE,Lengnau (BE),de,5254,709.0418354,19.64217739,58.43167111,21.9261515,2348,7.41,21.53432032,39.30013459,37.01211306,2.153432032,2594500,1225700,445
BE,Leuzigen,de,1259,122.4708171,21.44559174,58.85623511,19.69817315,546,10.28,11.2195122,45.65853659,39.80487805,3.317073171,2601400,1224800,521
BE,Meienried,de,59,90.76923077,16.94915254,62.71186441,20.33898305,25,0.65,3.076923077,72.30769231,13.84615385,10.76923077,2592400,1220900,430
BE,Meinisberg,de,1303,296.8109339,22.33307751,56.17805065,21.48887183,552,4.39,15.10297483,54.00457666,25.17162471,5.720823799,2593200,1223200,436
BE,Oberwil bei Büren,de,875,129.8219585,22.97142857,57.71428571,19.31428571,366,6.74,8.444444444,56,35.55555556,0,2597500,1219700,514
BE,Pieterlen,de,4364,522.6347305,22.9147571,60.21998167,16.86526123,1899,8.35,19.47431302,31.1827957,47.07287933,2.270011947,2592300,1224900,460
BE,Rüti bei Büren,de,859,132.1538462,18.39348079,61.23399302,20.37252619,379,6.5,9.538461539,49.07692308,38.15384615,3.230769231,2597500,1222300,458
BE,Wengi,de,613,86.5819209,20.7177814,62.15334421,17.12887439,277,7.08,7.648725213,73.0878187,16.71388102,2.549575071,2597100,1214600,486
BE,Aefligen,de,1090,534.3137255,19.72477064,61.37614679,18.89908257,494,2.04,22.33009709,69.41747573,3.883495146,4.368932039,2609000,1216000,494
BE,Alchenstorf,de,575,87.51902588,18.08695652,59.30434783,22.60869565,257,6.57,7.56429652,60.2118003,31.92133132,0.302571861,2615500,1219200,532
BE,Bäriswil,de,1062,389.010989,19.7740113,58.85122411,21.3747646,463,2.73,11.9133574,45.84837545,41.51624549,0.722021661,2606700,1207600,569
BE,Burgdorf,de,16420,1055.269923,18.36175396,61.03532278,20.60292326,7679,15.56,31.53846154,25,40.76923077,2.692307692,2614000,1211700,556
BE,Ersigen,de,2068,133.7645537,21.85686654,58.655706,19.48742747,873,15.46,7.503234153,61.77231565,30.59508409,0.129366106,2612000,1216000,502
BE,Hasle bei Burgdorf,de,3286,150.1142074,20.17650639,60.4686549,19.35483871,1399,21.89,7.709854015,58.75912409,32.61861314,0.912408759,2616500,1207300,689
BE,Heimiswil,de,1621,69.39212329,22.33189389,57.92720543,19.74090068,659,23.36,4.933504934,61.17546118,33.71943372,0.171600172,2616800,1212700,689
BE,Hellsau,de,211,142.5675676,23.22274882,61.13744076,15.63981043,79,1.48,6.666666667,69.33333333,24,0,2615900,1221700,520
BE,Hindelbank,de,2496,369.7777778,21.07371795,59.77564103,19.15064103,1138,6.75,16.44444444,60.59259259,22.37037037,0.592592593,2607800,1210100,528
BE,Höchstetten,de,275,104.1666667,19.27272727,60.72727273,20,113,2.64,7.392996109,71.9844358,19.84435798,0.778210117,2614700,1221300,474
BE,Kernenried,de,553,166.0660661,20.79566004,59.67450271,19.52983725,227,3.33,14.45783133,60.54216867,23.79518072,1.204819277,2608200,1213100,510
BE,Kirchberg (BE),de,5965,659.1160221,19.73176865,59.4635373,20.80469405,2663,9.05,21.28603104,44.90022173,32.15077605,1.662971175,2611000,1214800,524
BE,Koppigen,de,2095,302.3088023,18.85441527,59.9522673,21.19331742,924,6.93,17.31601732,58.73015873,23.23232323,0.721500722,2612500,1220200,478
BE,Krauchthal,de,2366,121.7704581,19.52662722,62.04564666,18.42772612,1015,19.43,7.124419205,42.74651523,49.50955085,0.619514714,2609700,1206500,644
BE,Lyssach,de,1446,239.0082645,17.91147994,61.75656985,20.33195021,659,6.05,14.73509934,52.81456954,31.45695364,0.993377483,2610600,1212900,518
BE,Mötschwil,de,119,40.33898305,14.28571429,66.38655462,19.32773109,51,2.95,5.172413793,64.48275862,30.34482759,0,2609900,1211000,545
BE,Oberburg,de,2937,207.708628,21.58665305,59.6186585,18.79468846,1267,14.14,10.41076487,55.66572238,33.35694051,0.566572238,2614300,1209600,668
BE,Rüdtligen-Alchenflüh,de,2418,888.9705882,18.98263027,63.64764268,17.36972705,1090,2.72,30.62730627,61.25461255,6.273062731,1.84501845,2610000,1215100,505
BE,Rumendingen,de,78,31.96721311,23.07692308,57.69230769,19.23076923,36,2.44,8.467741936,59.67741935,30.24193548,1.612903226,2615500,1217200,537
BE,Rüti bei Lyssach,de,160,124.0310078,20.625,61.875,17.5,73,1.29,6.015037594,81.95488722,12.03007519,0,2610600,1211500,538
BE,Willadingen,de,205,94.47004608,17.07317073,59.02439024,23.90243902,94,2.17,4.545454546,67.27272727,28.18181818,0,2613300,1221700,464
BE,Wynigen,de,2060,72.74011299,20.67961165,58.05825243,21.26213592,884,28.32,5.620360551,56.69848003,37.46907034,0.212089077,2617300,1217200,642
BE,Corgémont,fr,1706,96.60249151,22.91910903,57.38569754,19.69519343,738,17.66,5.892351275,54.90084986,38.75354108,0.45325779,2577500,1227000,1025
BE,Cormoret,fr,491,36.42433234,22.40325866,55.19348269,22.40325866,207,13.48,3.328402367,54.21597633,42.08579882,0.369822485,2570800,1224700,1149
BE,Cortébert,fr,705,47.76422764,21.9858156,58.15602837,19.85815603,312,14.76,3.10391363,49.1902834,47.5708502,0.134952767,2574900,1226600,1123
BE,Courtelary,fr,1438,64.74561009,23.78303199,56.95410292,19.26286509,586,22.21,4.47761194,51.56037992,43.73586612,0.226142017,2572300,1225400,1137
BE,La Ferrière,fr,534,37.71186441,20.03745318,64.60674157,15.35580524,219,14.15,3.740296401,61.89131969,34.01552576,0.352858151,2558700,1221200,1048
BE,Mont-Tramelan,de,122,26.29310345,29.50819672,54.09836066,16.39344262,47,4.64,2.760084926,58.81104034,38.42887473,0,2570100,1228500,1072
BE,Orvin,fr,1225,56.73923113,19.75510204,58.44897959,21.79591837,533,21.59,4.810360777,37.4653099,57.1692877,0.555041628,2583000,1223300,1003
BE,Renan (BE),fr,928,73.47585115,19.71982759,62.39224138,17.88793103,415,12.63,5.775316456,60.04746835,33.70253165,0.474683544,2561300,1219600,992
BE,Romont (BE),fr,199,28.34757835,11.55778894,64.32160804,24.12060302,86,7.02,3.170028818,38.18443804,58.3573487,0.288184438,2592600,1226400,935
BE,Saint-Imier,fr,5131,245.8552947,20.60027285,60.3196258,19.08010134,2477,20.87,9.278846154,49.375,40.625,0.721153846,2566600,1222000,1103
BE,Sonceboz-Sombeval,fr,1968,131.5508021,24.44105691,59.24796748,16.31097561,772,14.96,7.491638796,33.31103679,58.46153846,0.735785953,2580300,1227300,896
BE,Sonvilier,fr,1237,52.01850294,25.38399353,59.57962813,15.03637833,527,23.78,4.495798319,60.88235294,34.28571429,0.336134454,2564000,1221000,1088
BE,Tramelan,fr,4568,183.9710028,21.86952715,57.68388792,20.44658494,2040,24.83,8.834207342,58.65268253,31.26260589,1.250504236,2574500,1230300,1011
BE,Villeret,fr,925,56.95812808,22.27027027,57.51351351,20.21621622,414,16.24,4.05904059,45.26445264,49.87699877,0.799507995,2568200,1223100,1123
BE,Sauge,fr,815,60.54977712,16.68711656,59.38650307,23.92638037,378,13.46,5.794947994,34.62109955,59.36106984,0.222882615,2588500,1226400,897
BE,Péry-La Heutte,fr,1901,79.941127,20.77853761,58.9689637,20.25249868,831,23.78,9.178947368,23.45263158,66.31578947,1.052631579,2585700,1227000,859
BE,Brüttelen,de,578,87.44326778,16.9550173,63.32179931,19.72318339,265,6.61,7.099697885,69.93957704,22.50755287,0.453172205,2577900,1208000,450
BE,Erlach,de,1385,396.8481375,17.11191336,62.88808664,20,649,3.49,15.40697674,45.93023256,27.03488372,11.62790698,2574000,1210300,446
BE,Finsterhennen,de,571,159.9439776,22.94220666,60.42031524,16.63747811,216,3.57,11.20448179,71.42857143,15.96638655,1.400560224,2580300,1208200,440
BE,Gals,de,827,105.4846939,21.40266022,59.73397823,18.86336155,359,7.84,8.101265823,53.03797468,33.79746835,5.063291139,2570500,1208600,435
BE,Gampelen,de,963,90.8490566,17.65316719,65.73208723,16.61474559,398,10.6,11.17424242,58.04924242,25.37878788,5.397727273,2571100,1207100,431
BE,Ins,de,3564,149.3087558,22.92368126,57.46352413,19.61279461,1509,23.87,9.452112087,66.66666667,21.03722292,2.843998327,2574600,1206200,432
BE,Lüscherz,de,560,103.3210332,15.71428571,63.03571429,21.25,271,5.42,7.635009311,45.06517691,46.55493482,0.744878957,2578200,1210600,466
BE,Müntschemier,de,1406,288.7063655,21.3371266,62.87339972,15.78947368,581,4.87,18.72427984,78.18930041,1.440329218,1.646090535,2577800,1205000,434
BE,Siselen,de,595,107.9854809,18.1512605,59.66386555,22.18487395,259,5.51,7.065217391,74.0942029,18.29710145,0.543478261,2581100,1209100,439
BE,Treiten,de,416,87.76371308,18.99038462,59.375,21.63461538,184,4.74,8.280254777,72.39915074,17.40976645,1.910828026,2578900,1206500,436
BE,Tschugg,de,458,139.2097264,19.86899563,64.41048035,15.72052402,208,3.29,10.57401813,42.90030211,46.22356495,0.302114804,2572400,1208400,462
BE,Vinelz,de,867,190.1315789,19.37716263,56.74740484,23.87543253,387,4.56,13.91304348,51.08695652,34.7826087,0.217391304,2575100,1209200,463
BE,Bätterkinden,de,3250,318.9401374,20.27692308,59.47692308,20.24615385,1417,10.19,15.59723593,57.94669299,24.28430405,2.171767029,2607600,1220000,468
BE,Deisswil bei Münchenbuchsee,de,86,39.81481481,10.46511628,73.25581395,16.27906977,38,2.16,13.55140187,60.74766355,25.70093458,0,2601300,1209300,547
BE,Diemerswil,de,206,72.02797203,25.72815534,59.22330097,15.04854369,72,2.86,6.028368794,73.75886525,20.21276596,0,2599200,1207500,623
BE,Fraubrunnen,de,5113,160.2319022,21.90494817,59.82788969,18.26716214,2153,31.91,7.600875821,63.18423522,28.68314044,0.531748514,2606500,1215000,505
BE,Jegenstorf,de,5746,425.9451446,20.51862165,56.00417682,23.47720153,2548,13.49,12.05621302,63.53550296,23.44674556,0.961538462,2605100,1210800,537
BE,Iffwil,de,443,87.54940711,22.12189616,60.94808126,16.93002257,169,5.06,7.889546351,55.81854043,36.29191322,0,2603100,1212500,574
BE,Mattstetten,de,561,148.0211082,20.49910873,51.69340463,27.80748663,227,3.79,15.07936508,50,33.86243386,1.058201058,2605700,1208800,527
BE,Moosseedorf,de,4111,644.3573668,19.75188519,62.17465337,18.07346144,1857,6.38,30.50314465,30.03144654,36.00628931,3.459119497,2603300,1207200,555
BE,Münchenbuchsee,de,10213,1159.250851,20.31724273,59.09135416,20.59140311,4579,8.81,33.82352941,38.68778281,27.14932127,0.339366516,2600900,1207800,563
BE,Urtenen-Schönbühl,de,6271,872.1835883,20.65061394,60.83559241,18.51379365,2834,7.19,20.39106145,44.27374302,30.44692737,4.888268156,2604500,1208500,539
BE,Utzenstorf,de,4333,255.785124,19.84768059,60.21232402,19.93999538,1930,16.94,12.76470588,59.35294118,26.76470588,1.117647059,2609000,1219600,480
BE,Wiggiswil,de,103,71.52777778,22.33009709,65.04854369,12.62135922,45,1.44,18.49315068,67.12328767,12.32876712,2.054794521,2602300,1208800,565
BE,Wiler bei Utzenstorf,de,963,252.0942408,22.42990654,60.33229491,17.23779855,411,3.82,15.07936508,52.91005291,30.95238095,1.058201058,2609100,1222300,462
BE,Zielebach,de,321,168.0628272,16.82242991,58.25545171,24.92211838,147,1.91,8.90052356,40.83769634,48.16753927,2.094240838,2610400,1223000,460
BE,Zuzwil (BE),de,578,166.5706052,22.14532872,55.88235294,21.97231834,231,3.47,7.225433526,65.60693642,26.87861272,0.289017341,2602600,1211100,561
BE,Adelboden,de,3390,38.69421299,20.32448378,58.05309735,21.62241888,1478,87.61,2.487448654,41.52213601,18.27932451,37.71109083,2609200,1149100,1840
BE,Aeschi bei Spiez,de,2217,71.5392062,21.24492558,58.14163284,20.61344159,992,30.99,5.108309085,46.36275461,27.44907856,21.07985774,2619700,1167500,1386
BE,Frutigen,de,6923,95.79355196,22.01357793,57.18619096,20.80023111,2966,72.28,4.550484094,53.2780083,26.41770401,15.7538036,2616000,1159700,1434
BE,Kandergrund,de,805,25.08569648,20.37267081,58.50931677,21.11801242,373,32.09,4.328869511,32.63780754,36.90439116,26.1289318,2617200,1155000,1485
BE,Kandersteg,de,1298,9.663490173,13.71340524,59.55315871,26.73343606,669,134.33,0.990762813,13.28218117,11.81466031,73.91239571,2618100,1149300,2317
BE,Krattigen,de,1132,188.6666667,17.5795053,54.85865724,27.56183746,529,6,10.85141903,37.56260434,50.58430718,1.001669449,2622100,1167900,898
BE,Reichenbach im Kandertal,de,3608,28.68728632,21.23059867,57.34478936,21.42461197,1589,125.77,2.249960248,39.28287486,24.50310065,33.96406424,2619500,1163800,1682
BE,Beatenberg,de,1195,40.95270733,15.89958159,55.73221757,28.36820084,587,29.17,4.246575343,32.94520548,53.69863014,9.109589041,2627300,1172000,1535
BE,Bönigen,de,2536,168.1697613,19.32176656,58.39905363,22.27917981,1169,15.1,6.233421751,16.44562334,57.4933687,19.82758621,2634900,1170600,1123
BE,Brienz (BE),de,3092,64.33624636,18.49935317,57.50323415,23.99741268,1471,48,4.533166979,38.55271366,33.64524849,23.26887087,2645300,1178500,1521
BE,Brienzwiler,de,479,27.15419501,15.86638831,59.91649269,24.217119,240,17.64,2.949517867,30.79977311,33.408962,32.84174702,2650600,1178100,1656
BE,Därligen,de,435,62.77056277,21.83908046,55.86206897,22.29885057,205,6.93,5.780346821,19.50867052,66.1849711,8.526011561,2628300,1167900,923
BE,Grindelwald,de,3802,22.19109321,15.67596002,61.67806418,22.6459758,1922,171.28,1.791759076,28.98914439,16.35928563,52.8598109,2645700,1163900,2092
BE,Gsteigwiler,de,406,57.75248933,17.24137931,62.80788177,19.95073892,196,7.02,4.551920341,22.47510669,65.00711238,7.965860597,2633300,1167100,1055
BE,Gündlischwand,de,338,20.07125891,21.59763314,61.53846154,16.86390533,145,16.84,1.610017889,32.49850924,40.01192606,25.87954681,2636300,1164700,1731
BE,Habkern,de,639,12.52204586,21.90923318,56.33802817,21.75273865,273,51.03,1.314756672,39.44270016,49.96075353,9.281789639,2632500,1175100,1512
BE,Hofstetten bei Brienz,de,518,59.0649943,13.70656371,59.26640927,27.02702703,219,8.77,4.467353952,29.43871707,43.75715922,22.33676976,2648600,1178300,1139
BE,Interlaken,de,5610,1313.81733,15.24064171,62.60249554,22.15686275,2845,4.27,47.08624709,24.24242424,21.91142191,6.75990676,2632000,1170300,567
BE,Iseltwald,de,438,19.99087175,18.49315068,54.33789954,27.16894977,201,21.91,2.326642336,31.43248175,47.39963504,18.84124088,2640200,1173300,1630
BE,Lauterbrunnen,de,2290,13.91843433,14.27947598,61.65938865,24.06113537,1224,164.47,1.399367243,22.2986128,17.565101,58.73691896,2636500,1161200,2144
BE,Leissigen,de,1123,108.1888247,20.30276046,58.8601959,20.83704363,508,10.38,5.763688761,31.21998079,52.06532181,10.95100865,2625600,1167000,1070
